,0,1,2,3,4
50,entertainment,"ફરાહ કાદીરે ઇનસ્ટાગ્રામ પર શેર કર્યા બોલ્ડ ફોટો, થયા વાઇરલ",entertainment,0.9996726512908936,ee
51,entertainment,આ વર્ષે પણ પ્રખ્યાત પુસ્તકો પરથી બનશે ફિલ્મો ...,entertainment,0.9991550445556641,ee
52,entertainment,"Thugs Of Hindostan: આમિરે જાહેર કર્યો ફિલ્મનો લોગો, આ દિવસે રિલીઝ થશે ફિલ્મ",entertainment,0.9138442873954773,ee
53,tech,"પાણીમાં પડેલો તમારો ફોન સરખો થઇ જશે, પરંતુ ભુલથી પણ ન કરતા ‘આવું’ કામ",entertainment,0.9994685053825378,te
54,tech,Thurayaએ લોન્ચ કર્યો અનોખો સેટેલાઈટ ફોન,entertainment,0.9991912245750427,te
55,entertainment,"સલમાનનાં લગ્નની ખાસ તૈયારીઓ, જુઓ કોણ છે મિસિસ ખાન?",entertainment,0.9993011951446533,ee
56,business,"મોદી સરકારની કાર ખરીદનારાઓને ભેટ, આ છે નવી પોલિસી",entertainment,0.9990435242652893,be
57,tech,આ નંબર તમને જણાવશે તમારો સ્માર્ટ ફોન વોટરપ્રૂફ છે કે નહીં,entertainment,0.9994279742240906,te
58,entertainment,"શ્રદ્ધા કપૂરે 'સ્ત્રી' ના પ્રમોશન માટે અપનાવ્યો હોટ અવતાર, જુઓ તસવીર",entertainment,0.9994398951530457,ee
59,business,શેરોમાં આવશે ચમક: ડિસેમ્બર સુઘી સેન્સેક્સ જશે 33000 સુઘી,entertainment,0.9983566403388977,be
60,business,સરકારી બેંકોમાં તમારાં નાણાં સુરક્ષિત રહેશેઃ કેન્દ્રીય પ્રધાન પીયૂષ ગોયલ,entertainment,0.9994140863418579,be
61,business,સાવધાન! EPFOની વેબસાઇટમાંથી ડેટા ચોરી થતા તમને થઈ શકે છે આ નુકસાન,entertainment,0.9994279742240906,be
62,entertainment,શું હવે વરૂણ ધવન કરશે લગ્ન? ગર્લફ્રેન્ડે શરુ કરી તૈયારીઓ,entertainment,0.9988439083099365,ee
63,entertainment,"10 ખુબ જ સુંદર પાકિસ્તાની અભિનેત્રીઓ, જેનાથી અજાણ છે બોલીવૂડ ફેન્સ",entertainment,0.9997684359550476,ee
64,entertainment,"રાષ્ટ્રપતિથી નારાજ થયા એક્ટર્સ, નેશનલ એવોર્ડ બોયકોટ કરવાની આપી ચીમકી",entertainment,0.9994398951530457,ee
65,business,"માત્ર 59 મિનિટમાં મળશે રૂ.1 કરોડની લોન; કાલથી જ, જાણો કેવી રીતે ?",entertainment,0.9997665286064148,be
66,business,10 હજાર લગાવીને લાખો રૂપિયા બનાવવાની તક!,entertainment,0.9998297691345215,be
67,tech,Youtube સાથે જોડાયેલ આ વાતો કદાચ તમને ક્યારે નહીં સાંભળી હોય,entertainment,0.9993901252746582,te
68,business,"માટી વગર કરો ખેતી, ઘરે બેસી આ Businessથી કરો અઢળક કમાણી",entertainment,0.9996460676193237,be
69,tech,6GB રેમ અને ડ્યુઅલ રિયર કેમેરા સાથે Moto G6 Plus લોન્ચ,entertainment,0.999920129776001,te
70,entertainment,Latest Photos:પહેલાં કરતાં ઘણી જ પાતળી થઇ ગઇ છે સોનાક્ષી,entertainment,0.9996367692947388,ee
71,entertainment,જુઓ બોલિવૂડ સેલિબ્રિટીઝનાં અવનવા Tattoos,entertainment,0.9915542006492615,ee
72,business,સોનાના આભૂષણો ખરીદવાનો છે પ્લાન? તો થોડો સમય રોકાઈ જાવ,entertainment,0.9994279742240906,be
73,entertainment,"'ઠગ્સ..'માં જુઓ બિગ બીનો 'ખુદાબક્ષ' અદાજ, અન્ય ફિલ્મોમાં સેલિબ્રિટીઝનાં First look",entertainment,0.9999253749847412,ee
74,business,"અમદાવાદઃઓર્ગેનિક ચોખાથી ચેતજો!,સ્વાસ્થ સાથે થઇ રહ્યા છે ચેડા!",entertainment,0.9995529055595398,be
75,business,વરિષ્ઠ નાગરિકોએ ઈન્ડિયન રેલવેને ભેટમાં આપ્યા 40 કરોડ રૂપિયા,entertainment,0.9998511075973511,be
76,entertainment,...અને વિદ્યા બાલને શેર કર્યા રિઅલ લાઇફનાં 'બેડરૂમ સિક્રેટ'!,entertainment,0.9994279742240906,ee
77,tech,"19 એપ્રિલે લોન્ચ થશે Motorolaનો આ ફોન, લીક થયા ફોટો અને ફીચર્સ",entertainment,0.9993484616279602,te
78,business,ભડકે બળતા ભાવઃ રાજ્યના અનેક શહેરોમાં પેટ્રોલની કિંમત રૂ. 80ને પાર,entertainment,0.9994685053825378,be
79,business,"નીરવ મોદીના જેકેટમાં એવુ શું છે ખાસ, જેની કિંમત છે આઠ લાખ રૂપિયા",entertainment,0.9995529055595398,be
80,entertainment,"રણબીર નહીં પરંતુ આ કારણે આલિયા ભટ્ટ હતી પરેશાન, વાયરલ તસવીરનું ખુલ્યું રહસ્ય",entertainment,0.9994398951530457,ee
81,tech,"Realme 2 અને Redmi 6 Pro: ક્યો ફોન છે તમારા માટે બેસ્ટ, જાણી લો આ ખાસ વાતો",entertainment,0.9999159574508667,te
82,business,"જાણો, બજેટમાં શું સસ્તુ થયું? શું મોંઘું થયું?",entertainment,0.9987640380859375,be
83,business,ભારતની સૌથી ફાસ્ટ Train 18 4 ફેબ્રુઆરીથી થશે શરૂ,entertainment,0.9936769604682922,be
84,entertainment,'સંજૂ'ની ટિકા કરવા બદલ બહેન પ્રિયાનો RSSને જવાબ- 'મારો ભાઇ રોલ મોડલ છે',entertainment,0.9994398951530457,ee
85,entertainment,12000 વેબસાઇટ બ્લોક કરવા છતા ગણતરીનાં કલાકોમાં લિક થઇ ગઇ રજની-અક્કીની '2.0',entertainment,0.9998842477798462,ee
86,tech,ગોવાના લોકોની ટૂરિસ્ટ્સને સલાહ- Google Map પર ન કરો વિશ્વાસ,entertainment,0.996612012386322,te
87,tech,SAMSUNG આ મહિનામાં ભારતમાં લોન્ચ કરશે આ ચાર સ્માર્ટફોન,entertainment,0.9997512698173523,te
88,business,"એક જ નિર્ણયથી બદલાઈ ગઈ કિસ્મત, વર્ષભરમાં ફેમિલીને કરાવ્યો કરોડોનો ફાયદો",entertainment,0.9994398951530457,be
89,business,"સોમવારે માલ્યાના પ્રત્યર્પણ પર આવી શકે છે ચુકાદો, CBI-EDની ટીમ બ્રિટન જવા રવાના",entertainment,0.9976467490196228,be
90,tech,"સામે આવ્યું Maruti Balenoનું અપગ્રેડ વર્ઝન, શું તમે જોયું?",entertainment,0.9536091685295105,te
91,business,"RBI બહાર પાડશે રૂ.100ની નવી નોટ, આવી રીતે કરો અસલી-નકલીની ઓળખ",entertainment,0.9990454316139221,be
92,tech,Happy Diwali 2018: આ રીતે ફોડશો ફટાકડા તો નહીં થાય ધુમાડો,entertainment,0.9999104738235474,te
93,tech,"Facebook હોય કે Twitter, ભૂલથી પણ શેર ન કરો આ 7 વાત",entertainment,0.9870896935462952,te
94,business,સારા બજેટના સંકેત : CM આનંદીબેન પટેલે શું કહ્યું? જોવો Video,entertainment,0.999853253364563,be
95,entertainment,ફિલ્મફેરની કવર ગર્લ બનીને આ એકટ્રેસ પ્રિયંકાને આપી રહી છે ટક્કર,entertainment,0.9996726512908936,ee
96,business,વચગાળાનું બજેટ એટલે શું? કેમ વચગાળાનું બજેટ રજૂ કરવામાં આવે છે?,entertainment,0.9988439083099365,be
97,entertainment,ટીવીની હોટનેસ એકટ્રેસે બિકિની ફોટા શેર કરી મચાવી સનસનાટી,entertainment,0.9994279742240906,ee
98,entertainment,આપની ફેવરેઇટ સિરિયલ 'યે હૈ મોહાબતે'માં થશે વધુ એક પાત્રનું મોત,entertainment,0.9994279742240906,ee
99,business,સન ફાર્માના માલિકને એક ઈ-મેલે આપ્યો મોટો ઝટકો! 15 મિનિટમાં ડૂબ્યા 10 હજાર કરોડ,entertainment,0.9958142638206482,be
100,entertainment,"તસવીર જોઇને કહો કોણ છે આ અભિનેત્રી, આજે છે બોલિવૂડની સુપરસ્ટાર",entertainment,0.9996726512908936,ee
101,business,"સૌથી સસ્તા 'ફ્રીડમ 251' સ્માર્ટફોનની વેબસાઇટ ક્રેશ, બુકીંગ થયું બંધ!",entertainment,0.9998385906219482,be
102,entertainment,"પ્રિયંકા-નિક બન્યા જીવનસાથી, મહેંદી સેરેમનીની તસવીરો આવી સામેઃ PICS",entertainment,0.981917679309845,ee
103,tech,WhatsApp પર સમાચાર મેળવવા માટે બસ આટલું કરો!,entertainment,0.9850295186042786,te
104,tech,Instagram પર ફોલોઅર્સ વધારવા છે? તો અપાનાવો આ પાંચ રીત,entertainment,0.8933236002922058,te
105,entertainment,"શું લીક થઇ ગઇ મલાઇકા-અર્જુનનાં લગ્નની તારીખ, વાંચો સંપૂર્ણ માહિતી",entertainment,0.9995529055595398,ee
106,tech,"ખાસ ડિસ્પ્લે સાથે લોન્ચ થયો Huaweiનો આ સ્માર્ટફોન, આઈફોન Xને આપશે ટક્કર?",entertainment,0.9994398951530457,te
107,entertainment,"PHOTOS:આજના એપિસોડમાં ઇન્ટિમેટ થશે ઝોયા-આદિત્ય, જોવા મળશે 'બેપનાહ' પ્રેમ",entertainment,0.9997807145118713,ee
108,tech,"Photos: ભારતમાં લોન્ચ થઇ નવી હ્યુન્ડાઇ સેન્ટ્રો હેચબેક કાર, જુઓ તસવીરો",entertainment,0.9997515082359314,te
109,business,હવે એરટેલનું ઈન્ટરનેટ પેક પણ થયું મોંઘુ,entertainment,0.9987640380859375,be
110,entertainment,આ પાકિસ્તાની એક્ટ્રેસને પોતાના જન્મ દિવસે મળ્યા ખરાબ સમાચાર...,entertainment,0.9995529055595398,ee
111,entertainment,"BIRTHDAY SPECIAL: સોનમ કપૂરના 15 લૂક, જે તેને બનાવે છે સ્ટાઈલ ક્વીન",entertainment,0.9414768815040588,ee
112,tech,"Skoda superb spotline ભારતમાં લોન્ચ, લૂક્સ એવો છે કે Audi, Mercedes પણ થઇ ગઇ ફેલ",entertainment,0.9996415376663208,te
113,entertainment,"'તારક મહેતા....' માં પરત ફરશે 'દયાબેન'?, શો મેકર્સે કર્યો ખુલાસો",entertainment,0.9988439083099365,ee
114,business,મેહુલ ચોકસીના સહયોગી દીપક કુલકર્ણીની કોલકાત્તા એરપોર્ટથી ધરપકડ,entertainment,0.9994685053825378,be
115,entertainment,"સોનાલી બેન્દ્રે બાદ આ અભિનેત્રીને થયું કેન્સર, કહ્યું - 'ત્રીજા સ્ટેજ પર છું'",entertainment,0.9993759989738464,ee
116,entertainment,"Leaked Video: આ છે શ્રેયા સરનનાં લગ્નનો પુરાવો, જોઇ લો તમે જ",entertainment,0.9993436932563782,ee
117,business,"યૂનિવર્સલ બેઝિક ઇનકમ વિશે ચિદમ્બરમે કહ્યુ, ફક્ત ગરીબોને મળશે ફાયદો",entertainment,0.9996726512908936,be
118,tech,"દિવાળી પર બમ્પર ધમાકો, આ કાર પર મળી રહ્યું છે ભારે ડિસ્કાઉન્ટ",entertainment,0.9996726512908936,te
119,entertainment,"ફરી લગ્ન કરવા માગે છે કરીના કપૂર ખાન, જાણો શું છે કારણ",entertainment,0.9988439083099365,ee
120,tech,"Samsung M10, M20ના ફોન પર મળી રહ્યો છે રુ.3110નો ફાયદો",entertainment,0.9999485015869141,te
121,tech,"ક્યારે પણ ન ખરીદો તમારા મોબાઈલ માટે આવું કવર, થઈ શકે છે ભારે નુકશાન",entertainment,0.9995529055595398,te
122,entertainment,"આરકે સ્ટુડિયોમાં આખરી ગણપતિ વિસર્જન, ભાવુક બની કપૂર પરિવારે આપી વિદાય",entertainment,0.9995529055595398,ee
123,business,Budget 2019: બજેટ દરમિયાન સદનમાં કેમ લાગ્યા ‘મોદી-મોદી’ના નારા,entertainment,0.9999581575393677,be
124,business,"હિંમતનગરઃશાકભાજીના ભાવ આસમાને પહોંચ્યા,મોંઘવારીમાં ગૃહિણીઓનું બજેટ ખોરવાયું",entertainment,0.9995465874671936,be
125,business,"દાળની વધતી કિંમતો મામલે જાગી સરકાર, બોલાવી ખાસ બેઠક",entertainment,0.9990435242652893,be
126,tech,"આ વર્ષે 5G ટેક્નોલોજીની રહેશે બોલબોલા, સેકન્ડ્સમાં જ ડાઉનલોડ થશે વીડિયો",entertainment,0.9989731311798096,te
127,business,"સપ્ટેમ્બરથી બદલાઈ જશે કાર-સ્કૂટરના વીમાના નિયમો, ચૂકવવા પડશે વધારે પૈસા",entertainment,0.9995529055595398,be
128,business,"સસ્તી હવાઈ મુસાફરીનો ફરી અવસર, આ કંપનીઓએ નીકાળ્યો 900 રૂપિયામાં સેલ",entertainment,0.9997931122779846,be
129,business,"બજેટ 2019: નાના ખેડૂતો માટે સરકારની મોટી જાહેરાત, વર્ષે રૂ. 6 હજારની સહાય ચુકવાશે",entertainment,0.9999687671661377,be
130,business,"શું તમે જાણો છો, એક ફોન પર કેટલું કમાય છે સેમસંગ, એપલ જેવી કંપનીઓ",entertainment,0.9996726512908936,be
131,tech,Gmail યૂઝર્સ માટે આવી રહ્યું છે શાનદાર ફિચર!,entertainment,0.9995823502540588,te
132,entertainment,"અનિલ કપૂરે PM મોદી સાથે કરી ખાસ મુલાકાત, કહી આ વાત",entertainment,0.99810791015625,ee
133,entertainment,"બહેન ફરાહ ખાને સાજિદની હરકત પર કરી કમેન્ટ, કહ્યું કઇક આવું!",entertainment,0.9988439083099365,ee
134,business,રિલાયન્સ ઇન્ડસ્ટ્રીઝના નફામાં 7398 કરોડનો થયો વધારો,entertainment,0.9930403232574463,be
135,tech,"આ ફોન ખરીદવાનો આજે છેલ્લો દિવસ, જો નહી ખરીદો તો પસ્તાશો",entertainment,0.9993011951446533,te
136,entertainment,પ્રિયંકાએ ખાસ ફોટો શેર કરીને સગાઇનાં સમચાર કર્યા પાક્કા!,entertainment,0.9994685053825378,ee
137,business,19 કરોડ લોકોના PAN કાર્ડ થઇ જશે રદ્દ! જાણો શા માટે,entertainment,0.9973486661911011,be
138,business,"RBIએ નાના વેપારીઓને આપી મોટી રાહત, આ થશે ફાયદા",entertainment,0.9991550445556641,be
139,entertainment,કો-એકટ્રેસને કિસ કર્યા બાદ લોકપ્રિય બનેલી લીના સ્વીમશૂટમાં આવી નજર,entertainment,0.9995529055595398,ee
140,business,"સેન્સેક્સમાં હાહાકાર, જોવો વીડિયો",entertainment,0.9991912245750427,be
141,entertainment,સની પર લાગ્યો આ અભિનેત્રીનો નંબર પોર્ન ઈન્ડસ્ટ્રીમાં આપવાનો આરોપ,entertainment,0.9994398951530457,ee
142,entertainment,"મા દુર્ગાની આરાધનામાં ડુબ્યા બોલિવૂડ સેલિબ્રિટીઝ, જુઓ વર્ષ 2018ની તસવીરો",entertainment,0.9994140863418579,ee
143,entertainment,"તનુશ્રી-નાના વિવાદમાં ડેઝી શાહે નોંધાવ્યું નિવેદન, પોલીસ સ્ટેશનમાં વિતાવ્યા અઢી કલાક",entertainment,0.9995038509368896,ee
144,business,હોળી સ્પેશલ: ફક્ત રૂ. 1000 મળશે વિમાનની ટિકિટ,entertainment,0.9984459280967712,be
145,entertainment,"'બાહુબલી'ની ફિલ્મ 'શાહો'ના એક સીનમાં ખર્ચાયા 90 કરોડ, જાણો કેવી હશે આ ફાઇટ",entertainment,0.99945467710495,ee
146,entertainment,ભજન સમ્રાટ અનુપ જલોટા 37 વર્ષ નાની ગર્લફ્રેન્ડને લીધે ચર્ચામાં,entertainment,0.9998830556869507,ee
147,tech,"2019માં આવનારી આ ટેકનોલોજી બદલી નાખશે તમારી જિંદગી, જાણો અહીં",entertainment,0.9990435242652893,te
148,tech,"ફ્લિપકાર્ટ પર આવ્યો માઈક્રોમેક્સનો નવો બજેટ સ્માર્ટફોન, જાણો ખાસિયતો",entertainment,0.9994221925735474,te
149,business,"મોદીએ કરાવ્યું બેંકોની 500 શાખાઓમાં સ્ટીંગ, 400 સીડી નાણા મંત્રાલય મોકલાઇ",entertainment,0.9994827508926392,be
150,business,"ભારતીય શેરબજારમાં કડાકો, સેન્સેક્સમાં 500 પોઇન્ટનો ઘટાડો",entertainment,0.9985520243644714,be
151,tech,"PUBGના લવર્સ માટે ખુશખબર, થયા નવા બદલાવ",entertainment,0.9963551759719849,te
152,entertainment,PHOTOS: ટીવીની સંસ્કારી વહૂ જ્યારે બિકિની પહેરી દરિયામાં ઉતરી...,entertainment,0.999690055847168,ee
153,business,"સરકારી કર્મચારીઓને કેન્દ્રની ભેટ, મળશે બોનસ",entertainment,0.9996460676193237,be
154,entertainment,સોનમના લગ્ન પહેલા ડાન્સની પ્રેક્ટિસનો VIDEO લીક,entertainment,0.9989908337593079,ee
155,entertainment,"ટાઇગરની બહેને શેર કરી ટોપલેસ તસવીરો, ઇન્ટરનેટ પર મચી સનસની",entertainment,0.9990435242652893,ee
156,entertainment,નીતૂ કપૂરે પેરિસમાં પરિવાર સાથેઉજવ્યો જન્મ દિવસ,entertainment,0.9990435242652893,ee
157,tech,Paris Auto Show: જગુઆરની I-Pace ફૂલ ચાર્જમાં ચાલે છે 470 કિમી,entertainment,0.9946197271347046,te
158,tech,લોન્ચ થયો સૌથી વધુ ડિમાન્ડ વાળો Redmi Note 5 Pro ફોન ખરીદીની મળશે તક,entertainment,0.9986491799354553,te
159,business,ખુશખબર! સળંગ બીજા દિવસે રૂ. 150 સુધી સસ્તુ થયું સોનું,entertainment,0.9999618530273438,be
160,entertainment,અબુ સાલેમની પૂર્વ માશૂકાને પાસપોર્ટ કેસમાં મળ્યો મોટો ઝટકો,entertainment,0.9994685053825378,ee
161,business,"શું નોટબંધીથી આતંકવાદ અટકશે? ઇકોનોમી ક્યાં જશે? શું માને છે એક્સપર્ટ, જાણો",entertainment,0.9995529055595398,be
162,entertainment,"બોલ્ડ સીન્સથી ભરપૂર છે આ ફિલ્મ, અભિનેત્રીએ કહ્યું- ફિલ્મની ડિમાન્ડ હતી",entertainment,0.9994140863418579,ee
163,business,"PM KISAN: જો તમારા ખાતામાં રૂ. 2,000 ન આવ્યા હોય તો આ રીતે કરો ફરિયાદ",entertainment,0.8951261043548584,be
164,entertainment,VIDEO: જેક્લિન જેવી લચીલી બોડી મેળવવી હોય તો કરવી પડે આવી મહેનત,entertainment,0.9995676875114441,ee
165,entertainment,મર્ડરથી ચર્ચામાં આવેલી બોલ્ડ અભિનેત્રી મલ્લિકા શેરાવત પાસે ઘર ભાડું ચુકવવાના પૈસા નથી,entertainment,0.9996030926704407,ee
166,business,"પર્સનલ લોન લેતી વખતે બેંક નથી જણાવતી આ બાબતો, તમને થાય છે મોટું નુકસાન",entertainment,0.9995529055595398,be
167,tech,"હવે ઇન્સ્ટાગ્રામ પર પણ કરી શકશો Payment,આવી રીતે કરશે કામ",entertainment,0.9940745234489441,te
168,business,"સેન્સેક્સમાં 115 પૉઇન્ટનો ઘટાડો, નિફ્ટી 10570ની પર બંધ",entertainment,0.9992097616195679,be
169,entertainment,#Chaupal : બોલવાની આઝાદી છીનવી લે છે રાજકારણ- રવીના ટંડન,entertainment,0.7526393532752991,ee
170,tech,ગૂગલની આ ટેકનોલોજીથી જુની તસવરો પણ થઈ જશે રંગીન,entertainment,0.9990333318710327,te
171,business,બેંકકૌભાંડી નીરવ મોદી બાદ તેના નજીકના 8 સહયોગી પણ દેશ છોડી ભાગ્યા,entertainment,0.9993451237678528,be
172,business,"21 સરકારી બેંકો સાથે એક વર્ષમાં 25,775 કરોડ રૂપિયાની છેતરપિંડી: આરટીઆઈ",entertainment,0.9739177823066711,be
